,loan_amnt,int_rate,installment
3807,14000,6.03%,426.1
3808,8000,14.27%,274.48
3809,6000,9.91%,193.35
3810,4400,11.71%,145.54
3811,15000,15.96%,364.46
3812,2100,9.91%,67.68
3813,18550,17.27%,463.72
3814,6000,6.62%,184.23
3815,6000,12.42%,200.5
3816,6000,13.49%,203.59
3817,14000,8.90%,289.94
3818,9500,19.42%,248.64
3819,6000,12.42%,200.5
3820,4200,7.90%,131.42
3821,20000,10.65%,651.47
3822,1000,14.27%,34.31
3823,18400,8.90%,584.26
3824,12400,6.62%,380.73
3825,15000,6.03%,456.54
3826,8000,9.91%,257.8
3827,2000,6.62%,61.41
3828,10000,12.69%,335.45
3829,16750,14.27%,392.1
3830,14000,14.27%,327.72
3831,30000,8.90%,952.6
3832,10000,7.90%,312.91
3833,10375,11.71%,343.17
3834,5000,15.96%,175.69
3835,9200,6.03%,280.01
3836,34000,14.27%,795.89
3837,35000,12.42%,786.01
3838,12000,12.42%,269.49
3839,5000,9.91%,161.13
3840,6350,11.71%,140.33
3841,13000,16.77%,321.48
3842,35000,15.27%,837.62
3843,20000,10.65%,431.37
3844,25000,18.25%,638.25
3845,14000,13.49%,322.07
3846,25000,12.69%,564.87
3847,3600,16.29%,127.09
3848,5500,10.65%,179.16
3849,3600,7.51%,112.0
3850,5000,10.65%,162.87
3851,12000,11.71%,396.92
3852,16000,14.65%,551.91
3853,15000,6.03%,456.54
3854,20000,17.58%,503.32
3855,10625,6.62%,326.23
3856,3600,9.91%,116.01
3857,8000,14.27%,274.48
3858,8000,7.51%,248.89
3859,17000,6.03%,517.41
3860,3500,9.91%,112.79
3861,23000,11.71%,760.75
3862,15000,9.91%,483.38
3863,25000,7.90%,782.26
3864,16000,11.71%,529.22
3865,6625,6.62%,203.42
3866,3000,7.90%,93.88
3867,26375,19.91%,697.46
3868,25000,8.90%,793.84
3869,9000,7.51%,280.0
3870,12600,11.71%,416.76
3871,4850,6.62%,148.92
3872,5000,12.69%,167.73
3873,20000,12.69%,451.9
3874,15000,7.51%,466.67
3875,10000,6.03%,304.36
3876,6000,8.90%,190.52
3877,15600,19.42%,575.16
3878,1000,10.65%,32.58
3879,27600,11.71%,609.91
3880,15600,7.90%,488.13
3881,8000,6.03%,243.49
3882,27600,7.90%,863.62
3883,8000,16.29%,282.41
3884,7200,10.65%,234.53
3885,13600,17.27%,339.98
3886,18000,10.65%,388.23
3887,10000,7.51%,311.11
3888,7800,16.77%,277.2
3889,15200,19.91%,336.39
3890,7000,7.51%,217.78
3891,6000,12.42%,200.5
3892,25000,18.25%,638.25
3893,20000,18.25%,510.6
3894,18000,12.42%,404.24
3895,12000,14.27%,280.91
3896,2400,11.71%,79.39
3897,35000,14.27%,819.3
3898,30000,7.90%,938.71
3899,14400,10.65%,469.06
3900,8675,7.51%,269.89
3901,35000,22.35%,973.64
3902,15000,13.49%,345.08
3903,4200,11.71%,138.92
3904,6500,7.90%,203.39
3905,14950,6.62%,459.02
3906,24000,17.58%,603.98
3907,9250,17.27%,231.24
3908,4500,14.27%,154.4
3909,6000,12.42%,200.5
3910,12375,13.49%,284.69
3911,12250,14.27%,286.76
3912,35000,19.03%,908.5
3913,7200,11.71%,238.15
3914,3000,14.65%,103.49
3915,35000,21.67%,960.11
3916,24000,7.90%,750.97
3917,9000,12.42%,300.74
3918,18000,14.65%,620.9
3919,15000,8.90%,476.3
3920,18000,9.91%,580.05
3921,5000,12.69%,167.73
3922,7000,7.51%,217.78
3923,21250,17.27%,531.21
3924,22400,11.71%,495.0
3925,8500,6.62%,260.99
3926,15000,6.03%,456.54
3927,14800,12.69%,334.41
3928,12000,14.65%,283.28
3929,16000,11.71%,353.58
3930,6000,16.29%,211.81
3931,2400,11.71%,79.39
3932,25000,18.25%,638.25
3933,20000,11.71%,661.52
3934,12000,18.25%,306.36
3935,12000,13.49%,407.17
3936,15000,12.42%,501.23
3937,12000,6.03%,365.23
3938,15000,15.96%,364.46
3939,15000,15.27%,358.98
3940,18825,11.71%,416.0
3941,1500,11.71%,49.62
3942,28000,9.91%,902.3
3943,13200,16.77%,469.11
3944,4800,11.71%,158.77
3945,12000,9.91%,386.7
3946,1500,9.91%,48.34
3947,30000,22.06%,829.6
3948,15000,12.42%,336.86
3949,16000,7.90%,500.65
3950,1000,12.42%,33.42
3951,5250,7.51%,163.34
3952,1500,6.03%,45.66
3953,12000,15.96%,291.57
3954,13000,13.49%,299.07
3955,2400,11.71%,79.39
3956,14000,11.71%,463.07
3957,14800,17.58%,372.45
3958,15000,11.71%,496.14
3959,8250,7.51%,256.67
3960,7450,12.69%,249.91
3961,22000,7.51%,684.44
3962,3250,13.49%,110.28
3963,10000,10.65%,325.74
3964,4900,15.27%,170.51
3965,35000,11.71%,773.44
3966,9500,14.65%,327.7
3967,3800,7.51%,118.23
3968,12400,22.06%,342.9
3969,4000,17.27%,100.0
3970,7500,6.03%,228.27
3971,12000,7.51%,373.33
3972,18000,11.71%,397.77
3973,8875,10.65%,289.09
3974,30000,15.96%,728.91
3975,24625,22.06%,680.96
3976,5000,6.03%,152.18
3977,12000,19.91%,317.33
3978,6000,7.90%,187.75
3979,10000,7.90%,312.91
3980,18200,9.91%,586.5
3981,12000,11.71%,396.92
3982,6250,12.69%,209.66
3983,3600,7.90%,112.65
3984,17900,7.90%,560.1
3985,18000,19.03%,467.23
3986,8000,6.03%,243.49
3987,30000,20.30%,799.84
3988,7125,7.90%,222.95
3989,6400,7.51%,199.11
3990,17400,11.71%,575.53
3991,6000,10.65%,195.44
3992,16000,12.42%,359.32
3993,20000,12.69%,451.9
3994,14000,8.90%,444.55
3995,35000,17.27%,874.93
3996,7000,12.69%,234.82
3997,9000,16.77%,319.85
3998,10000,15.27%,347.98
3999,5500,8.90%,174.65
4000,5000,8.90%,158.77
4001,11000,9.91%,354.48
4002,22000,22.06%,608.37
4003,34000,11.71%,751.34
4004,15000,13.49%,508.96
4005,12000,7.90%,242.75
4006,12075,12.42%,403.49
4007,6725,6.62%,206.49
4008,15000,6.03%,456.54
4009,18000,15.96%,437.35
4010,10000,6.03%,304.36
4011,6500,6.03%,197.84
4012,16000,13.49%,368.08
4013,24400,8.90%,774.78
4014,25450,17.58%,640.47
4015,12000,14.27%,411.71
4016,20000,17.58%,503.32
4017,10000,12.69%,335.45
4018,6000,15.27%,208.79
4019,3000,17.58%,107.83
4020,9600,7.90%,300.39
4021,12000,7.90%,375.49
4022,21000,18.25%,536.13
4023,18000,10.65%,388.23
4024,12000,9.91%,386.7
4025,10000,6.62%,307.04
4026,13000,15.27%,452.38
4027,13000,11.71%,429.99
4028,14125,19.42%,369.69
4029,4200,9.91%,135.35
4030,10000,6.03%,304.36
4031,9500,11.71%,314.23
4032,17000,8.90%,352.07
4033,30000,7.51%,933.33
4034,30000,14.27%,1029.27
4035,5375,8.90%,170.68
4036,14500,10.65%,472.32
4037,30000,11.71%,662.95
4038,28000,19.91%,740.43
4039,20000,19.03%,519.15
4040,5000,7.51%,155.56
4041,15000,7.90%,469.36
4042,13000,9.91%,418.93
4043,28000,6.62%,859.71
4044,7200,15.27%,250.55
4045,5225,9.91%,168.38
4046,16000,17.27%,399.97
4047,5000,16.77%,177.7
4048,25000,16.77%,888.46
4049,20000,15.96%,702.75
4050,10000,6.03%,304.36
4051,14000,8.90%,444.55
4052,12000,15.27%,287.19
4053,4600,7.90%,143.94
4054,7000,7.90%,219.04
4055,12000,7.90%,375.49
4056,20000,14.65%,472.14
4057,35000,18.25%,893.54
4058,20000,15.96%,485.94
4059,18225,19.91%,481.94
4060,6500,10.65%,211.73
4061,20000,14.65%,472.14
4062,25000,10.65%,539.21
4063,8500,7.51%,264.45
4064,4000,10.65%,86.28
4065,12000,13.49%,407.17
4066,6400,7.90%,200.26
4067,35000,20.30%,933.14
4068,16000,11.71%,529.22
4069,11000,16.77%,390.93
4070,3200,11.71%,105.85
4071,3300,11.71%,109.16
4072,9400,6.62%,288.62
4073,4000,13.49%,135.73
4074,25000,12.42%,561.44
4075,12000,10.65%,258.82
4076,10000,12.42%,334.16
4077,12000,6.03%,365.23
4078,18000,7.90%,563.23
4079,15000,21.28%,408.17
4080,14075,9.91%,453.57
4081,14125,21.28%,384.36
4082,4800,17.58%,120.8
4083,17175,18.25%,438.48
4084,8000,6.03%,243.49
4085,7125,11.71%,235.67
4086,6500,10.65%,211.73
4087,19000,17.58%,478.15
4088,21000,12.42%,471.61
4089,12000,10.65%,258.82
4090,2850,7.51%,88.67
4091,13000,14.27%,304.32
4092,8000,13.49%,271.45
4093,1500,18.64%,54.72
4094,30000,10.65%,977.2
4095,9475,6.03%,288.38
4096,9975,17.58%,251.03
4097,3000,14.65%,103.49
4098,20900,12.69%,701.09
4099,30000,22.74%,841.24
4100,8000,6.62%,245.63
4101,6000,15.96%,210.83
4102,2600,15.27%,90.48
4103,11500,7.90%,359.84
4104,5000,12.69%,167.73
4105,6500,10.65%,211.73
4106,14000,14.65%,330.5
4107,24000,7.90%,750.97
4108,12150,18.25%,310.19
4109,5800,12.42%,193.81
4110,12000,13.49%,276.06
4111,6000,8.90%,124.26
4112,12000,15.96%,291.57
4113,5000,6.62%,153.52
4114,23000,10.65%,496.08
4115,2600,16.29%,91.79
4116,3000,6.62%,92.12
4117,10375,6.62%,318.56
4118,7200,6.62%,221.07
4119,17725,11.71%,391.7
4120,15350,13.49%,353.13
4121,4200,12.42%,140.35
4122,4200,6.62%,128.96
4123,10000,7.51%,311.11
4124,5000,6.03%,152.18
4125,14125,6.62%,433.69
4126,20000,18.25%,510.6
4127,9000,18.25%,229.77
4128,10000,6.62%,307.04
4129,10000,11.71%,330.76
4130,5400,8.90%,171.47
4131,9000,10.65%,293.16
4132,4800,18.25%,122.55
4133,24000,15.96%,843.3
4134,17600,17.27%,439.97
4135,12000,7.90%,375.49
4136,4925,11.71%,162.9
4137,7200,11.71%,238.15
4138,30000,19.03%,1100.14
4139,15000,13.49%,345.08
4140,20000,7.90%,625.81
4141,8000,16.77%,284.31
4142,18000,7.90%,563.23
4143,6400,11.71%,211.69
4144,9600,6.62%,294.76
4145,7000,6.03%,213.05
4146,7000,10.65%,228.02
4147,9600,9.91%,309.36
4148,10000,7.90%,312.91
4149,18000,7.90%,563.23
4150,8400,6.62%,257.92
4151,33600,13.49%,772.96
4152,7200,10.65%,234.53
4153,4550,16.77%,112.52
4154,18750,16.77%,463.68
4155,5600,7.90%,175.23
4156,4200,12.69%,140.89
4157,12600,12.42%,421.04
4158,4800,12.42%,160.4
4159,3000,7.90%,93.88
4160,22000,12.42%,735.14
4161,20000,13.49%,460.1
4162,4750,7.90%,148.63
4163,7500,6.62%,230.28
4164,15000,17.58%,377.49
4165,30000,18.64%,772.29
4166,9000,7.90%,281.62
4167,35000,10.65%,1140.07
4168,26000,18.64%,669.32
4169,6400,7.90%,200.26
4170,10800,16.29%,381.25
4171,3000,14.27%,102.93
4172,4500,13.49%,103.53
4173,15000,7.90%,469.36
4174,12600,19.42%,329.77
4175,10200,7.51%,317.34
4176,20000,12.69%,670.9
4177,7000,11.71%,231.54
4178,20000,12.69%,670.9
4179,17000,19.03%,441.28
4180,5000,10.65%,107.85
4181,21000,9.91%,676.73
4182,12000,6.03%,365.23
4183,24000,18.25%,612.72
4184,5400,14.27%,185.27
4185,9400,14.27%,220.04
4186,15125,13.49%,347.95
4187,12000,9.91%,386.7
4188,12000,9.91%,254.44
4189,10000,7.90%,312.91
4190,30000,12.42%,673.72
4191,6500,11.71%,215.0
4192,8000,10.65%,260.59
4193,3600,12.42%,120.3
4194,7100,18.25%,181.27
4195,2400,9.91%,77.34
4196,10950,14.27%,256.33
4197,4000,7.51%,124.45
4198,12600,12.69%,284.7
4199,12000,18.64%,308.92
4200,35000,20.30%,933.14
4201,25000,14.27%,585.22
4202,5200,7.51%,161.78
4203,8500,6.03%,258.71
4204,12000,12.42%,269.49
4205,13000,8.90%,269.23
4206,1800,8.90%,57.16
4207,10000,16.77%,355.39
4208,12475,6.03%,379.69
4209,3200,7.51%,99.56
4210,5500,6.62%,168.88
4211,14675,19.42%,384.08
4212,2100,7.51%,65.34
4213,3825,15.96%,134.41
4214,23200,23.52%,660.97
4215,5000,6.03%,152.18
4216,12000,14.65%,413.94
4217,8500,11.71%,281.15
4218,12000,8.90%,381.04
4219,31000,12.42%,696.18
4220,12600,10.65%,271.77
4221,7600,15.27%,264.47
4222,2750,16.77%,97.74
4223,20000,11.71%,661.52
4224,7000,6.62%,214.93
4225,7000,10.65%,228.02
4226,24000,22.06%,663.68
4227,13200,6.62%,405.29
4228,6000,11.71%,198.46
4229,35000,12.42%,1169.54
4230,4625,12.42%,154.55
4231,13000,19.42%,340.24
4232,11200,14.65%,264.4
4233,6000,6.03%,182.62
4234,17600,18.64%,453.08
4235,2500,11.71%,82.69
4236,15000,6.03%,456.54
4237,8000,14.27%,274.48
4238,15000,9.91%,483.38
4239,14000,10.65%,301.96
4240,3800,6.62%,116.68
4241,35000,12.69%,790.82
4242,3000,12.69%,100.64
4243,5600,14.27%,192.13
4244,12000,15.27%,417.58
4245,6000,10.65%,195.44
4246,27250,18.64%,701.5
4247,12000,6.03%,365.23
4248,25000,10.65%,539.21
4249,13000,6.62%,399.15
4250,8000,7.90%,250.33
4251,13600,6.03%,413.93
4252,30000,12.69%,677.85
4253,8000,8.90%,254.03
4254,30000,8.90%,952.6
4255,3000,10.65%,97.72
4256,24000,19.03%,622.97
4257,15000,17.58%,539.14
4258,9400,21.67%,257.86
4259,20000,14.65%,472.14
4260,20000,14.27%,468.17
4261,1300,6.03%,39.57
4262,10000,7.51%,311.11
4263,8000,6.62%,245.63
4264,2800,9.91%,59.37
4265,35000,12.42%,1169.54
4266,2700,13.49%,91.62
4267,35000,19.42%,916.03
4268,19000,11.71%,419.87
4269,23000,12.42%,516.52
4270,12175,10.65%,262.6
4271,25000,14.27%,585.22
4272,10000,6.03%,304.36
4273,5000,11.71%,165.38
4274,12000,19.91%,317.33
4275,25000,15.27%,598.3
4276,3500,6.03%,106.53
4277,16000,6.03%,486.97
4278,20000,8.90%,635.07
4279,7500,11.71%,248.07
4280,5000,12.42%,167.08
4281,35000,7.90%,1095.16
4282,10000,10.65%,215.69
4283,10000,18.64%,364.75
4284,3600,7.90%,112.65
4285,5600,15.96%,196.77
4286,14000,15.27%,335.05
4287,7575,6.62%,232.59
4288,23525,7.90%,736.11
4289,10000,7.90%,312.91
4290,35000,17.27%,874.93
4291,9300,8.90%,295.31
4292,7000,12.69%,234.82
4293,8400,16.77%,298.53
4294,17000,6.03%,517.41
4295,5000,10.65%,162.87
4296,20000,19.42%,523.45
4297,3000,16.77%,106.62
4298,12000,6.03%,365.23
4299,15000,16.77%,370.94
4300,5500,12.69%,184.5
4301,1450,7.51%,45.12
4302,30000,11.71%,662.95
4303,8000,7.90%,250.33
4304,7000,7.90%,219.04
4305,10000,14.27%,343.09
4306,20000,12.69%,451.9
4307,6600,7.90%,206.52
4308,6000,11.71%,198.46
4309,7000,16.77%,248.77
4310,4000,12.42%,133.67
4311,12350,14.27%,289.1
4312,10000,11.71%,330.76
4313,12000,16.77%,426.47
4314,18400,23.13%,520.08
4315,24000,17.58%,603.98
4316,10000,7.90%,312.91
4317,20000,9.91%,424.06
4318,15000,16.29%,529.51
4319,3600,14.27%,123.52
4320,11325,10.65%,368.9
4321,25000,12.42%,561.44
4322,3100,13.49%,105.19
4323,20000,7.90%,625.81
4324,14400,6.03%,438.28
4325,5850,13.49%,198.5
4326,5000,6.62%,153.52
4327,3000,6.62%,92.12
4328,35000,11.71%,773.44
4329,12000,11.71%,396.92
4330,30000,15.96%,728.91
4331,20000,12.69%,670.9
4332,7000,7.90%,219.04
4333,8000,6.62%,245.63
4334,8000,8.90%,254.03
4335,5000,9.91%,161.13
4336,17500,13.49%,593.79
4337,9000,7.90%,281.62
4338,6000,13.49%,203.59
4339,8000,17.58%,287.54
4340,7200,12.69%,241.53
4341,7500,16.29%,264.76
4342,2500,10.65%,81.44
4343,6000,12.69%,201.27
4344,13200,6.62%,405.29
4345,16800,10.65%,362.35
4346,7500,7.90%,234.68
4347,6000,8.90%,190.52
4348,17950,11.71%,396.67
4349,9525,17.27%,238.11
4350,12000,7.90%,375.49
4351,5000,11.71%,165.38
4352,14000,9.91%,451.15
4353,13000,15.96%,456.79
4354,30000,14.27%,702.26
4355,9000,6.62%,276.34
4356,10000,6.62%,307.04
4357,15850,13.49%,364.63
4358,6000,6.03%,182.62
4359,15000,8.90%,310.65
4360,8975,6.62%,275.57
4361,8000,7.90%,250.33
4362,11975,6.62%,367.68
4363,21000,16.77%,519.32
4364,11000,8.90%,349.29
4365,15000,8.90%,476.3
4366,8000,11.71%,264.61
4367,11200,13.49%,380.03
4368,3200,12.69%,107.35
4369,8400,12.42%,280.69
4370,2400,19.91%,89.09
4371,7000,16.29%,247.11
4372,6000,15.96%,210.83
4373,9600,13.49%,220.85
4374,13000,12.42%,434.4
4375,5150,10.65%,111.08
4376,15000,13.49%,508.96
4377,7500,7.51%,233.34
4378,15850,13.49%,364.63
4379,6000,7.90%,187.75
4380,10000,7.90%,312.91
4381,15000,20.89%,404.88
4382,1500,16.77%,53.31
4383,20000,22.06%,553.07
4384,21000,11.71%,464.07
4385,12000,11.71%,396.92
4386,30000,14.27%,702.26
4387,12000,16.29%,423.61
4388,5000,6.03%,152.18
4389,30000,10.65%,977.2
4390,11250,14.27%,385.98
4391,12000,7.90%,375.49
4392,7800,12.69%,261.65
4393,30000,12.42%,673.72
4394,17000,8.90%,539.81
4395,14000,6.03%,426.1
4396,2500,8.90%,79.39
4397,15000,17.27%,374.97
4398,24000,11.71%,530.36
4399,9000,7.51%,280.0
4400,17050,10.65%,367.74
4401,3000,10.65%,64.71
4402,1925,6.03%,58.59
4403,35000,19.91%,925.54
4404,6625,14.27%,155.09
4405,1000,7.90%,31.3
4406,21600,13.49%,496.91
4407,4200,11.71%,138.92
4408,12850,22.74%,360.34
4409,4800,7.51%,149.34
4410,4200,9.91%,135.35
4411,5000,6.03%,152.18
4412,16000,14.65%,551.91
4413,12800,12.42%,287.46
4414,19850,9.91%,639.67
4415,20000,15.27%,478.64
4416,15000,11.71%,331.48
4417,8000,12.69%,268.36
4418,15000,7.90%,469.36
4419,3000,13.49%,101.8
4420,21850,17.27%,546.21
4421,4000,12.69%,134.18
4422,34000,12.42%,763.55
4423,20000,19.91%,528.88
4424,28000,7.90%,876.13
4425,14000,17.27%,349.98
4426,12000,14.27%,280.91
4427,8000,18.64%,291.8
4428,10000,14.65%,344.95
4429,12000,19.03%,311.49
4430,16000,11.71%,353.58
4431,17000,6.03%,517.41
4432,5000,15.27%,173.99
4433,2000,15.27%,69.6
4434,20000,10.65%,431.37
4435,10000,6.03%,304.36
4436,4500,9.91%,145.02
4437,4100,17.58%,147.37
4438,4200,13.49%,142.51
4439,12000,9.91%,386.7
4440,18000,18.25%,459.54
4441,35000,22.06%,967.86
4442,10000,16.29%,353.01
4443,3000,6.03%,91.31
4444,4425,8.90%,140.51
4445,28000,7.51%,871.11
4446,35000,13.49%,805.17
4447,12000,6.62%,368.45
4448,4800,14.65%,165.58
4449,2400,8.90%,76.21
4450,31300,11.71%,1035.28
4451,32250,19.42%,844.06
4452,3000,8.90%,95.26
4453,4000,7.90%,125.17
4454,15000,12.69%,503.18
4455,4800,6.62%,147.38
4456,14400,12.69%,483.05
4457,7000,8.90%,222.28
4458,5000,14.27%,117.05
4459,20800,12.69%,469.97
4460,4200,7.90%,131.42
4461,7200,8.90%,228.63
4462,4200,8.90%,133.37
4463,18200,7.90%,569.49
4464,10000,6.03%,304.36
4465,22000,12.69%,737.99
4466,20000,15.27%,695.96
4467,3000,16.29%,105.91
4468,2800,12.69%,93.93
4469,4000,14.65%,137.98
4470,3775,11.71%,124.87
4471,2500,15.96%,60.75
4472,25000,10.65%,539.21
4473,6000,11.71%,198.46
4474,7500,14.27%,257.32
4475,11625,10.65%,250.74
4476,20000,6.62%,614.08
4477,16000,8.90%,508.06
4478,6000,6.03%,182.62
4479,1000,10.65%,32.58
4480,12000,6.03%,365.23
4481,14000,16.77%,346.21
4482,2550,14.27%,87.49
4483,6000,6.62%,184.23
4484,3000,7.90%,93.88
4485,8000,12.69%,268.36
4486,13250,11.71%,438.26
4487,11400,6.62%,350.03
4488,8000,17.27%,286.3
4489,17500,13.49%,402.59
4490,5450,15.96%,191.5
4491,35000,12.69%,790.82
4492,22000,19.42%,811.12
4493,2400,12.69%,80.51
4494,20000,13.49%,678.61
4495,19425,13.49%,446.87
4496,10000,10.65%,325.74
4497,7500,6.03%,228.27
4498,12650,21.28%,344.23
4499,10400,9.91%,220.51
4500,10000,10.65%,325.74
4501,35000,17.27%,1252.56
4502,10000,11.71%,330.76
4503,21725,20.89%,586.4
4504,30000,19.42%,785.17
4505,10000,8.90%,317.54
4506,18000,19.03%,467.23
4507,10000,7.90%,312.91
4508,27000,10.65%,582.35
4509,4200,9.91%,135.35
4510,10000,7.90%,312.91
4511,14000,19.91%,370.22
4512,2500,8.90%,79.39
4513,3500,10.65%,114.01
4514,13000,7.90%,406.78
4515,20000,12.69%,451.9
4516,12000,11.71%,265.18
4517,4000,7.90%,125.17
4518,7500,12.69%,251.59
4519,35000,18.25%,1269.73
4520,12000,14.27%,280.91
4521,16500,11.71%,364.62
4522,8000,12.69%,268.36
4523,25000,21.67%,685.8
4524,15000,6.03%,456.54
4525,10000,11.71%,330.76
4526,35000,20.89%,944.71
4527,2500,16.77%,88.85
4528,9750,14.65%,336.32
4529,9000,7.51%,280.0
4530,17500,19.03%,454.25
4531,5000,7.90%,156.46
4532,2700,7.90%,84.49
4533,6000,13.49%,203.59
4534,9000,6.62%,276.34
4535,1000,7.90%,31.3
4536,12000,6.62%,368.45
4537,2200,7.90%,68.84
4538,23100,15.96%,561.26
4539,1200,12.69%,40.26
4540,14000,10.65%,456.03
4541,20000,10.65%,431.37
4542,21000,11.71%,694.6
4543,16000,18.25%,408.48
4544,8000,8.90%,254.03
4545,5150,7.90%,161.15
4546,14000,17.27%,349.98
4547,3500,6.62%,107.47
4548,3000,14.27%,102.93
4549,30000,17.27%,1073.62
4550,6000,10.65%,195.44
4551,14000,7.90%,283.2
4552,9000,12.69%,301.91
4553,13700,6.03%,416.97
4554,28000,7.90%,876.13
4555,9950,15.27%,346.24
4556,35000,11.71%,773.44
4557,12000,12.69%,271.14
4558,6000,6.03%,182.62
4559,15000,19.91%,396.66
4560,21750,12.42%,488.45
4561,24000,14.27%,823.42
4562,11200,14.27%,384.26
4563,6000,17.27%,149.99
4564,6500,8.90%,206.4
4565,28000,14.27%,655.44
4566,35000,12.42%,1169.54
4567,14000,6.03%,426.1
4568,23000,10.65%,496.08
4569,7000,6.62%,214.93
4570,5000,6.03%,152.18
4571,10800,7.51%,336.0
4572,5375,13.49%,182.38
4573,15000,16.77%,370.94
4574,7500,8.90%,238.15
4575,15000,19.03%,389.36
4576,12800,16.77%,316.54
4577,20000,8.90%,635.07
4578,4000,8.90%,127.02
4579,5150,18.64%,132.58
4580,5000,12.69%,167.73
4581,10000,6.62%,307.04
4582,8000,12.69%,268.36
4583,8000,12.42%,267.33
4584,12000,9.91%,386.7
4585,4500,6.62%,138.17
4586,8875,10.65%,289.09
4587,12800,17.27%,319.98
4588,10600,15.96%,372.46
4589,1500,6.03%,45.66
4590,6250,9.91%,201.41
4591,7500,12.69%,251.59
4592,7800,7.90%,244.07
4593,20000,7.90%,625.81
4594,10000,14.27%,343.09
4595,2000,7.90%,62.59
4596,5000,10.65%,162.87
4597,2400,7.90%,75.1
4598,10400,8.90%,330.24
4599,25000,12.69%,838.63
4600,9200,6.62%,282.48
4601,8450,11.71%,279.5
4602,12400,7.51%,385.78
4603,8000,8.90%,254.03
4604,3600,13.49%,122.15
4605,2000,11.71%,66.16
4606,16000,15.27%,382.92
4607,16000,16.77%,395.67
4608,1200,11.71%,39.7
4609,4000,6.62%,122.82
4610,3000,6.03%,91.31
4611,16800,7.51%,522.67
4612,15000,11.71%,331.48
4613,8000,12.42%,179.66
4614,12000,16.77%,426.47
4615,12000,6.62%,368.45
4616,12000,6.62%,368.45
4617,32000,19.03%,1173.48
4618,34000,19.91%,899.1
4619,14300,9.91%,460.82
4620,14000,6.62%,429.86
4621,30000,13.49%,690.15
4622,35000,19.03%,908.5
4623,9600,16.77%,341.17
4624,6800,7.51%,211.56
4625,5000,7.90%,156.46
4626,12000,11.71%,396.92
4627,15000,9.91%,483.38
4628,10000,13.49%,339.31
4629,35000,17.27%,1252.56
4630,9000,12.42%,300.74
4631,13750,6.03%,418.49
4632,12025,10.65%,391.7
4633,12000,13.49%,407.17
4634,24000,7.51%,746.66
4635,4800,6.03%,146.1
4636,35000,8.90%,1111.37
4637,23400,21.67%,641.9
4638,7000,18.64%,180.21
4639,15000,6.03%,456.54
4640,12000,11.71%,265.18
4641,14500,14.27%,339.43
4642,14975,6.03%,455.78
4643,14000,21.67%,384.05
4644,14000,16.29%,494.21
4645,1500,16.29%,52.96
4646,16800,18.25%,428.9
4647,13000,14.65%,306.89
4648,20000,7.90%,625.81
4649,25000,14.65%,590.17
4650,10000,8.90%,317.54
4651,14000,6.03%,426.1
4652,20000,23.91%,574.32
4653,14500,14.65%,342.3
4654,5850,17.58%,147.22
4655,4000,20.89%,150.48
4656,2400,6.03%,73.05
4657,19700,7.90%,616.42
4658,5800,6.62%,178.09
4659,11100,17.58%,279.34
4660,15000,8.90%,476.3
4661,12000,18.25%,306.36
4662,3000,8.90%,95.26
4663,6000,6.03%,182.62
4664,2500,9.91%,80.57
4665,6000,8.90%,190.52
4666,12000,6.03%,365.23
4667,12800,18.64%,329.51
4668,9400,8.90%,298.49
4669,27500,19.42%,719.74
4670,20000,11.71%,661.52
4671,15000,7.90%,469.36
4672,7000,12.69%,234.82
4673,12000,15.27%,287.19
4674,3000,8.90%,95.26
4675,10000,10.65%,325.74
4676,35000,12.69%,790.82
4677,6000,6.03%,182.62
4678,10000,6.62%,307.04
4679,16000,20.89%,431.87
4680,4000,13.49%,135.73
4681,13000,12.69%,436.09
4682,20000,7.51%,622.22
4683,27000,7.90%,844.84
4684,9000,8.90%,285.78
4685,6000,11.71%,198.46
4686,3100,7.90%,97.0
4687,5000,7.51%,155.56
4688,16000,19.91%,423.11
4689,16800,12.42%,561.38
4690,5000,9.91%,161.13
4691,12350,6.62%,379.2
4692,13000,8.90%,269.23
4693,6000,17.27%,149.99
4694,3900,11.71%,129.0
4695,6400,7.51%,199.11
4696,12000,6.03%,365.23
4697,8900,11.71%,294.38
4698,18000,8.90%,571.56
4699,16800,16.77%,597.05
4700,15000,7.90%,469.36
4701,35000,19.91%,925.54
4702,20000,15.96%,485.94
4703,12000,8.90%,248.52
4704,8575,10.65%,184.95
4705,6000,7.90%,187.75
4706,7600,6.62%,233.35
4707,35000,18.64%,901.01
4708,10000,11.71%,330.76
4709,30000,10.65%,647.05
4710,3000,11.71%,99.23
4711,35000,12.69%,790.82
4712,8000,12.42%,267.33
4713,35000,20.30%,933.14
4714,6100,14.27%,209.29
4715,2000,12.69%,67.09
4716,7500,15.27%,260.99
4717,8800,12.42%,294.06
4718,14725,10.65%,479.65
4719,3000,19.42%,78.52
4720,1000,8.90%,31.76
4721,1200,16.29%,42.37
4722,25000,12.69%,564.87
4723,8000,7.51%,248.89
4724,21600,17.27%,539.96
4725,17500,20.89%,472.36
4726,35000,20.89%,944.71
4727,2000,6.62%,61.41
4728,30000,22.35%,834.55
4729,21250,12.69%,480.14
4730,3000,8.90%,95.26
4731,28100,19.03%,729.4
4732,14000,14.65%,330.5
4733,35000,12.69%,790.82
4734,18225,13.49%,419.27
4735,20000,12.42%,449.15
4736,16000,11.71%,529.22
4737,21000,15.27%,502.57
